city,property_type,area_sqft,bedrooms,bathrooms,age_years,floor,parking,furnished,facing,road_width,location_score,nearby_schools,nearby_hospital,nearby_metro,price
Bangalore,House,3697,3,4,28,19,3,Unfurnished,East,54,1.3,9,4,0,55812579
Jaipur,Apartment,1603,5,4,17,21,3,Semi-Furnished,North-East,68,3.9,4,1,2,12186214
Bangalore,Apartment,4535,5,1,14,18,0,Unfurnished,West,59,9.6,3,4,2,58459181
Jaipur,Commercial,4172,2,2,22,21,0,Unfurnished,South,94,9.5,9,4,0,42390521
Delhi,Office,919,2,1,9,20,1,Unfurnished,West,21,1.1,2,4,1,21229136
Surat,Villa,2683,1,4,2,20,3,Semi-Furnished,North-West,21,2.8,1,2,0,33672183
Jaipur,Farm,4958,3,3,4,1,1,Unfurnished,North,42,9.9,8,2,1,22638404
Ahmedabad,Farm,882,1,2,23,7,1,Furnished,South,93,5.4,7,1,1,6512423
Jaipur,Commercial,2877,1,1,28,20,2,Furnished,West,58,6.2,9,0,0,33548281
Chennai,Apartment,3493,3,1,12,10,1,Semi-Furnished,North-West,30,2.5,1,4,0,33699783
Delhi,Industrial,742,2,2,7,17,1,Furnished,North,69,9.0,5,0,0,17202508
Ahmedabad,Farm,1862,3,2,21,22,1,Semi-Furnished,North-West,61,3.1,2,2,1,10879286
Pune,Apartment,1602,4,3,20,12,1,Furnished,East,63,2.7,2,4,0,20707392
Ahmedabad,Office,2021,4,2,28,8,0,Furnished,South-West,48,3.1,4,0,0,23560424
Chennai,Villa,2798,4,3,1,8,3,Furnished,East,58,9.3,6,0,2,54916983
Surat,Office,3996,5,4,8,16,2,Semi-Furnished,North-East,73,7.3,6,3,2,42127248
Delhi,Commercial,3935,2,4,16,6,0,Semi-Furnished,South,95,7.9,9,2,2,107224739
Pune,House,3277,2,1,26,8,2,Unfurnished,East,35,4.4,0,1,0,43934867
Chennai,House,2790,5,4,17,21,2,Semi-Furnished,South-East,80,9.2,6,1,0,34292792
Chennai,House,3751,1,4,12,0,0,Furnished,North-West,16,8.1,6,3,0,51271964
Mumbai,Office,3313,4,3,0,1,1,Furnished,South,81,7.8,5,0,1,106344827
Delhi,Farm,1589,4,1,11,3,0,Semi-Furnished,South-West,71,9.7,5,3,1,19254517
Ahmedabad,Villa,2740,1,2,19,13,2,Semi-Furnished,South-East,99,4.3,1,3,2,35708289
Bangalore,House,3980,3,1,19,3,2,Semi-Furnished,East,97,6.5,2,2,1,68316438
Surat,Commercial,2003,3,4,20,1,1,Unfurnished,North-East,33,9.2,2,4,1,22224977
Bangalore,Commercial,3697,2,2,4,7,0,Furnished,West,49,8.1,2,0,1,85188163
Ahmedabad,House,997,5,1,7,17,3,Unfurnished,North-East,85,6.1,1,1,2,12784751
Ahmedabad,House,1044,2,1,26,18,2,Unfurnished,South-East,56,1.7,8,1,2,9693476
Delhi,Villa,4943,3,1,14,13,0,Furnished,North,17,6.9,5,3,1,143709450
Ahmedabad,House,3302,1,1,26,19,1,Furnished,East,63,5.7,1,3,0,33989527
Mumbai,Villa,1163,2,3,2,24,1,Semi-Furnished,South-East,18,2.7,2,3,2,43014225
Pune,Commercial,2042,4,1,5,9,3,Semi-Furnished,North,12,8.9,9,0,1,36587082
Ahmedabad,House,2697,4,4,27,16,2,Unfurnished,North,63,4.1,5,3,0,24179046
Bangalore,Office,2572,1,4,12,7,3,Semi-Furnished,North-West,30,4.5,3,3,0,48361048
Ahmedabad,Industrial,2560,3,3,11,27,3,Semi-Furnished,South,57,7.1,6,4,2,26374382
Mumbai,Office,4149,4,2,18,13,3,Furnished,North-West,56,5.4,5,0,0,118965315
Jaipur,Commercial,3322,4,2,28,20,3,Furnished,East,97,1.8,5,2,2,33724724
Jaipur,Villa,979,5,4,17,22,1,Semi-Furnished,North,77,4.5,2,2,1,13432102
Chennai,Office,4204,2,4,23,7,2,Furnished,South-West,93,1.9,7,4,2,69278879
Surat,Villa,2768,3,3,0,4,3,Semi-Furnished,South-East,72,2.7,8,1,0,31402355
Hyderabad,Office,4332,2,2,24,15,2,Furnished,West,25,1.1,5,2,2,63149495
Pune,Office,3760,3,2,26,7,1,Furnished,North,83,2.6,1,0,2,66772244
Kolkata,Villa,1500,4,1,6,9,1,Furnished,South-East,99,4.0,0,1,1,24854725
Chennai,Farm,2070,5,1,11,26,0,Furnished,South-West,14,5.8,2,3,0,17670934
Surat,Office,2620,2,1,9,7,0,Semi-Furnished,West,20,9.3,2,0,2,27792938
Jaipur,House,616,4,3,28,8,2,Unfurnished,North-West,38,5.9,7,1,1,6597745
Bangalore,Industrial,775,3,4,11,17,0,Furnished,North-West,88,7.4,4,2,1,16381622
Kolkata,Commercial,2009,2,3,10,2,3,Semi-Furnished,South,79,4.2,0,3,1,26216915
Surat,Farm,4506,2,2,3,16,2,Semi-Furnished,South-East,57,7.8,3,3,1,23147009
Surat,Villa,4239,4,4,18,19,1,Furnished,North,24,6.6,6,0,1,55157857
Chennai,Farm,3339,2,1,5,14,1,Unfurnished,North-East,93,5.1,4,3,2,24403346
Kolkata,Apartment,4462,5,3,24,20,3,Furnished,North-West,43,2.7,9,1,2,40421191
Delhi,Apartment,2013,5,3,8,26,0,Semi-Furnished,North-West,69,3.7,5,4,0,35957489
Hyderabad,Office,4079,4,1,19,16,2,Unfurnished,South,71,6.6,9,2,2,53613174
Delhi,Office,1696,3,3,9,7,2,Semi-Furnished,West,11,4.8,3,0,0,40023062
Kolkata,House,4396,4,1,4,1,3,Furnished,South,89,9.0,1,4,0,52348160
Delhi,Industrial,1555,5,2,26,16,0,Unfurnished,South-West,28,3.1,8,4,0,28380653
Mumbai,Commercial,2766,1,4,12,17,2,Semi-Furnished,North,58,1.7,1,0,2,81108124
Jaipur,Farm,3291,1,2,8,28,3,Semi-Furnished,South-East,87,6.3,1,1,1,15802394
Mumbai,Apartment,2372,2,2,1,4,2,Semi-Furnished,East,97,9.0,1,2,0,52221106
Ahmedabad,Office,1184,2,1,17,8,1,Furnished,East,37,4.3,0,0,1,13930301
Delhi,Commercial,4892,1,3,20,8,2,Unfurnished,South-East,57,6.8,2,4,0,114519975
Ahmedabad,Farm,1481,5,2,0,1,2,Furnished,West,46,3.1,5,4,2,10593409
Bangalore,Office,2433,2,2,23,1,2,Furnished,South-West,83,6.0,6,0,0,55081730
Pune,Office,2014,4,2,20,18,0,Furnished,North-West,58,8.1,0,4,2,36838930
Bangalore,Apartment,4955,4,3,11,22,0,Unfurnished,West,57,8.8,4,0,1,63034824
Kolkata,Apartment,2816,5,3,9,26,3,Furnished,North-West,82,1.9,4,0,2,25944304
Surat,Office,4053,2,1,1,2,0,Furnished,North-West,97,4.2,0,2,1,45145103
Jaipur,Villa,896,4,2,27,16,2,Furnished,East,38,6.8,3,0,2,12698955
Delhi,Office,904,2,4,8,13,2,Furnished,West,69,1.3,9,4,0,25334094
Chennai,Commercial,3786,2,3,1,13,0,Semi-Furnished,South-West,38,7.2,0,3,0,61753381
Pune,Office,2608,4,1,22,13,0,Furnished,South,67,5.8,0,2,2,47807319
Hyderabad,House,3616,1,2,23,5,2,Semi-Furnished,North-West,57,3.6,6,4,1,42264838
Hyderabad,Industrial,4066,4,4,29,2,2,Furnished,North-East,32,8.3,6,4,1,48980841
Hyderabad,House,1808,5,3,21,0,1,Unfurnished,North-East,36,3.6,2,2,1,20076138
Delhi,House,4764,3,4,13,29,3,Semi-Furnished,South,16,9.9,6,2,2,93076986
Hyderabad,Villa,4477,4,3,10,15,0,Semi-Furnished,North-East,58,8.3,2,4,2,76830244
Mumbai,Villa,1877,2,1,22,28,3,Semi-Furnished,North,63,7.4,1,3,2,69221663
Pune,Office,2797,2,4,10,3,2,Semi-Furnished,North-West,77,1.6,9,1,2,47437933
Mumbai,House,509,4,2,16,28,3,Unfurnished,South,87,9.1,3,4,1,15330435
Surat,Villa,3954,3,2,3,0,0,Furnished,West,51,8.1,9,2,1,47476836
Pune,Apartment,1049,4,3,12,16,0,Semi-Furnished,North-West,83,3.1,2,0,2,13375858
Mumbai,Office,1899,3,2,6,27,3,Unfurnished,South,68,4.5,6,0,2,53704364
Pune,Commercial,995,3,4,15,17,0,Semi-Furnished,East,53,3.4,0,2,1,18420675
Surat,Industrial,1378,5,1,0,25,1,Furnished,South-West,35,9.9,5,2,1,16452736
Ahmedabad,Farm,1130,2,3,12,7,2,Semi-Furnished,West,32,8.7,1,1,0,8184263
Delhi,Office,456,2,4,0,1,2,Unfurnished,South-West,82,9.4,7,2,2,14392434
Delhi,Farm,2643,3,3,10,26,0,Furnished,East,17,8.1,4,0,0,31483331
Hyderabad,House,2101,2,1,5,17,2,Unfurnished,North-West,62,5.1,2,3,1,25288037
Bangalore,Industrial,1686,1,3,19,26,1,Furnished,West,23,2.8,9,2,1,29117952
Hyderabad,Farm,511,3,2,2,26,0,Furnished,South-West,80,2.9,6,1,2,5979576
Kolkata,House,1601,2,2,11,15,1,Furnished,North-East,16,2.4,1,3,0,18065137
Mumbai,Apartment,1347,1,3,4,25,1,Semi-Furnished,South-West,18,5.9,4,1,1,29991761
Pune,Farm,4521,5,1,8,9,2,Unfurnished,South,12,9.3,7,3,0,34376919
Bangalore,Industrial,1157,2,1,25,7,2,Unfurnished,North-West,87,9.9,0,2,0,19271566
Surat,Office,3788,1,2,25,11,3,Unfurnished,North,26,3.6,0,0,0,33537440
Kolkata,House,2241,4,1,11,21,1,Furnished,South-West,53,7.3,2,3,0,27186823
Surat,Office,3935,4,3,29,15,2,Semi-Furnished,West,95,6.4,2,4,0,38960362
Delhi,Industrial,2693,1,4,29,11,1,Furnished,West,55,5.4,6,1,2,57815814
Delhi,Villa,1504,3,3,27,10,3,Unfurnished,South-East,99,7.0,5,3,2,40196061
Hyderabad,House,1061,3,2,26,19,1,Semi-Furnished,South-West,67,4.3,6,1,0,12809063
Mumbai,Farm,1308,2,2,9,18,0,Semi-Furnished,North-West,37,9.5,3,0,2,21852434
Bangalore,House,2256,4,2,18,0,3,Semi-Furnished,North-West,23,7.3,1,1,1,38014312
Jaipur,Office,2711,3,1,4,26,3,Unfurnished,East,18,7.8,1,1,0,25756959
Kolkata,Apartment,1189,3,3,25,2,1,Semi-Furnished,South-East,35,3.2,9,4,2,10321556
Kolkata,House,571,4,4,4,11,1,Semi-Furnished,South-West,11,2.5,0,1,2,8417664
Hyderabad,Farm,4760,5,3,8,29,2,Furnished,North-East,84,4.5,8,3,1,37013337
Delhi,Villa,2386,3,4,26,8,0,Furnished,East,90,7.9,6,1,1,68993171
Hyderabad,Commercial,2285,1,3,27,20,3,Semi-Furnished,South-East,43,9.4,9,2,1,34359026
Pune,Apartment,875,2,2,25,28,3,Semi-Furnished,South-West,28,4.8,2,1,1,11524389
Bangalore,Villa,1449,3,4,26,21,3,Furnished,South-West,48,8.0,1,2,0,38665611
Mumbai,House,4529,3,3,19,4,2,Furnished,East,91,5.2,2,1,2,133738917
Ahmedabad,Office,2711,5,1,16,0,0,Furnished,North-East,22,3.7,6,1,2,34796894
Chennai,Industrial,1561,1,1,9,9,3,Unfurnished,South-East,14,7.7,4,3,1,18566998
Chennai,Office,1215,2,3,20,16,3,Unfurnished,South-West,59,8.2,2,2,2,20590955
Hyderabad,Farm,4166,3,2,0,3,2,Furnished,South-West,32,2.8,8,2,2,30512859
Pune,Office,3322,2,4,21,14,1,Semi-Furnished,South-East,97,3.7,1,4,2,55318269
Bangalore,Apartment,1153,4,3,27,18,3,Furnished,North,38,5.5,6,1,1,18133405
Jaipur,Office,861,3,1,15,26,0,Unfurnished,East,81,2.7,9,1,2,9048909
Chennai,Farm,3639,3,4,25,7,0,Semi-Furnished,East,35,9.4,5,3,2,27084917
Bangalore,Commercial,3102,4,1,25,27,0,Unfurnished,West,88,6.3,5,4,2,63536616
Mumbai,House,480,5,1,14,27,0,Semi-Furnished,North-East,66,2.1,6,4,0,15691703
Surat,Industrial,3204,3,3,22,22,2,Unfurnished,South,10,2.7,5,3,0,23938775
Pune,House,1269,2,1,16,14,3,Semi-Furnished,North,37,9.6,1,2,2,18693311
Delhi,Office,1206,1,4,25,26,2,Semi-Furnished,South-East,71,7.6,4,0,2,27588791
Bangalore,Villa,2334,2,2,19,6,0,Semi-Furnished,South-East,56,7.6,2,3,2,59510938
Mumbai,House,1103,5,3,24,14,0,Semi-Furnished,South-East,87,1.7,8,2,2,28810876
Jaipur,Commercial,2923,1,4,12,7,0,Unfurnished,North,68,9.1,7,4,2,30878631
Ahmedabad,Office,3039,2,3,0,29,2,Unfurnished,South-West,40,5.0,9,3,2,33750804
Delhi,Industrial,4982,2,1,24,25,0,Semi-Furnished,South-East,79,6.9,1,0,0,85055023
Ahmedabad,Farm,4309,4,1,7,22,3,Semi-Furnished,South-East,58,9.6,0,1,1,26793477
Jaipur,Commercial,1564,5,4,4,9,0,Unfurnished,North-East,14,1.9,3,3,2,17670518
Mumbai,Office,1019,4,4,5,17,3,Semi-Furnished,North-West,40,5.3,3,0,2,32251543
Chennai,Commercial,3466,1,2,22,3,3,Semi-Furnished,North-West,46,1.4,9,0,2,56414112
Ahmedabad,House,846,4,4,19,14,0,Semi-Furnished,West,88,5.5,1,3,1,10092857
Delhi,Industrial,2737,5,4,29,10,2,Furnished,West,24,3.3,6,2,2,56309477
Hyderabad,Farm,608,3,3,13,21,1,Semi-Furnished,South-East,61,9.2,2,3,2,7867122
Kolkata,Office,2860,3,1,21,2,1,Furnished,North-East,78,4.6,6,4,1,33629183
Bangalore,Apartment,3842,1,4,22,14,3,Semi-Furnished,South-East,20,6.7,6,0,2,49873540
Chennai,Farm,3111,3,2,10,2,2,Unfurnished,West,52,8.7,0,0,1,22156613
Ahmedabad,Apartment,2737,4,4,5,14,1,Furnished,North,79,9.9,5,1,1,24898646
Surat,Commercial,1691,1,1,10,5,0,Furnished,North,32,5.5,3,0,2,19082874
Bangalore,Villa,2598,5,4,12,0,0,Semi-Furnished,South-West,49,5.1,7,1,0,63966731
Hyderabad,Farm,1800,1,3,11,13,3,Semi-Furnished,South,72,1.7,7,0,0,11627060
Jaipur,Commercial,3055,1,1,21,15,2,Furnished,North-West,11,1.1,2,0,2,29847124
Kolkata,Apartment,4412,2,4,1,0,2,Unfurnished,North-East,88,6.5,3,3,1,33612176
Mumbai,House,1104,2,3,20,20,1,Unfurnished,East,96,1.6,0,3,1,30154048
Hyderabad,House,1225,1,1,2,16,1,Semi-Furnished,North-West,95,4.4,9,4,1,18497670
Hyderabad,Villa,1404,3,4,22,25,0,Unfurnished,East,82,1.0,1,2,2,22780778
Jaipur,Farm,3860,2,3,3,7,3,Unfurnished,South,56,6.5,6,4,0,17732264
Pune,Farm,776,5,2,16,17,2,Semi-Furnished,South,39,4.8,6,0,1,8494474
Jaipur,Farm,1372,4,3,27,15,1,Unfurnished,South-East,25,2.1,8,4,1,7210962
Pune,Commercial,4613,2,2,27,5,1,Semi-Furnished,West,68,3.7,9,3,2,85042787
Pune,Industrial,3476,1,4,21,9,3,Furnished,South,56,6.1,8,0,0,46798551
Chennai,Industrial,843,3,3,5,9,3,Semi-Furnished,South,39,6.9,8,0,0,13309721
Chennai,Villa,1154,4,2,6,4,0,Furnished,East,18,5.2,5,4,2,22621323
Delhi,Farm,4004,2,1,14,25,3,Furnished,West,74,8.2,7,1,0,46997201
Ahmedabad,Commercial,2571,3,3,10,27,0,Unfurnished,South,68,2.0,8,2,2,29744576
Ahmedabad,House,3105,3,4,23,11,0,Unfurnished,North-West,73,1.8,6,4,1,28547283
Mumbai,Apartment,3865,3,1,2,19,3,Unfurnished,South-West,17,1.4,3,4,2,72541923
Ahmedabad,Commercial,3111,1,2,29,16,3,Semi-Furnished,South,61,5.8,3,2,1,35949060
Chennai,Industrial,2807,5,3,5,13,3,Unfurnished,South-West,27,7.4,5,0,2,34369955
Delhi,Industrial,1022,3,3,25,13,3,Furnished,West,91,2.2,3,0,1,19837514
Delhi,House,2123,4,4,1,2,3,Unfurnished,South-East,67,6.8,6,1,1,43550976
Pune,House,3722,2,1,28,28,0,Unfurnished,North-East,58,5.3,7,4,2,52736888
Jaipur,Apartment,2319,4,3,13,11,1,Semi-Furnished,West,41,9.9,7,2,1,17951545
Mumbai,House,1318,1,3,8,19,2,Semi-Furnished,East,57,7.5,7,4,0,38705640
Pune,Villa,4615,1,1,17,17,2,Furnished,North-East,54,6.9,1,3,2,99998287
Jaipur,Apartment,981,4,3,18,11,0,Semi-Furnished,North-West,63,6.1,9,4,0,8773661
Ahmedabad,House,4281,5,1,11,1,0,Unfurnished,North,94,10.0,1,4,1,39430101
Pune,Office,2086,1,1,12,1,1,Semi-Furnished,South-West,55,9.8,1,3,1,32526227
Bangalore,Commercial,4309,1,1,25,26,3,Furnished,South-West,40,5.8,1,3,1,101747961
Ahmedabad,House,2399,4,4,11,16,0,Unfurnished,South-West,46,5.1,3,2,2,24168337
Jaipur,Villa,3111,1,1,11,9,2,Furnished,West,25,5.2,4,0,1,37144899
Mumbai,Farm,800,5,1,17,17,3,Semi-Furnished,South-West,55,4.9,3,1,0,12993410
Jaipur,House,4048,5,2,8,21,0,Semi-Furnished,South-East,55,5.8,4,3,0,34203747
Pune,Industrial,3028,5,2,16,18,3,Furnished,South-West,87,3.5,3,0,2,44128792
Pune,Industrial,2056,2,4,20,25,2,Unfurnished,East,97,9.3,6,2,0,28478108
Hyderabad,Industrial,1020,5,1,15,20,3,Semi-Furnished,North-West,98,5.4,9,4,2,13689851
Mumbai,Farm,646,5,2,16,0,0,Semi-Furnished,South-West,70,8.6,0,2,2,10887142
Surat,Industrial,3739,2,2,20,23,0,Unfurnished,South-West,55,5.3,0,2,1,26843060
Ahmedabad,Office,3410,3,3,23,28,2,Semi-Furnished,North-East,60,7.5,1,3,0,41724153
Delhi,House,2768,1,1,7,3,1,Furnished,North-West,71,4.0,0,1,0,59375414
Mumbai,Industrial,4394,5,2,10,24,1,Semi-Furnished,South-West,44,6.6,9,3,0,109356049
Delhi,Apartment,2239,1,4,23,3,3,Semi-Furnished,West,90,5.5,9,4,1,33315313
Mumbai,Farm,3303,4,3,1,29,0,Unfurnished,South,51,4.3,2,3,2,44965573
Mumbai,Office,4795,1,3,7,1,0,Furnished,South-East,54,8.9,5,4,0,155410174
Jaipur,Apartment,4898,2,1,11,18,2,Unfurnished,West,77,2.0,9,3,0,31244980
Mumbai,Apartment,4091,1,1,20,20,2,Semi-Furnished,North,84,5.4,5,1,0,76697642
Hyderabad,Apartment,4241,1,3,0,11,0,Semi-Furnished,West,56,2.7,0,0,0,36391919
Surat,Apartment,4748,1,4,22,9,2,Unfurnished,North-East,88,8.7,5,1,1,29708126
Pune,House,1792,3,1,12,12,1,Unfurnished,North-East,39,3.3,4,3,2,25481398
Kolkata,Industrial,4150,3,1,21,28,1,Unfurnished,South-West,33,6.7,6,2,0,35236651
Delhi,Commercial,4655,4,3,20,29,3,Furnished,West,75,2.5,5,0,0,113544764
Pune,House,3408,2,3,16,21,2,Semi-Furnished,North-East,52,4.6,6,2,2,49997609
Kolkata,House,4700,1,1,13,22,3,Unfurnished,South,43,9.1,1,1,1,47066948
Surat,Office,3738,1,2,13,19,2,Semi-Furnished,North-West,32,2.5,0,0,1,34684451
Surat,Office,3914,1,1,15,22,2,Furnished,West,70,7.0,6,3,1,41800976
Delhi,Industrial,1159,1,2,16,14,1,Furnished,South-East,46,2.8,8,2,1,23951583
Delhi,Commercial,3168,3,3,5,25,0,Furnished,South,22,4.7,1,3,0,91290655
Surat,Office,3488,4,2,25,2,2,Furnished,South-West,80,5.9,6,4,2,33232536
Kolkata,Industrial,2515,5,4,27,22,2,Semi-Furnished,North-West,16,6.2,2,0,2,25456340
Mumbai,Industrial,4628,2,3,6,19,2,Furnished,South-East,51,6.4,5,2,2,122477550
Ahmedabad,Villa,2123,1,1,25,28,0,Furnished,South-West,47,6.8,2,1,1,29114995
Bangalore,Commercial,3366,4,1,25,12,3,Unfurnished,South-East,61,3.4,9,1,1,65566957
Pune,Office,829,5,3,0,7,3,Furnished,South-West,53,4.6,4,1,2,18396526
Jaipur,Commercial,2755,4,3,24,24,2,Unfurnished,South-East,73,1.3,1,1,0,25815691
Pune,House,2859,3,4,14,6,2,Furnished,North-West,22,7.9,7,2,1,49503206
Jaipur,House,4592,5,3,19,23,3,Furnished,South,97,8.5,7,4,0,41891620
Kolkata,Commercial,2118,4,1,20,7,3,Unfurnished,South-East,37,2.8,6,1,2,26980446
Jaipur,Villa,1665,3,4,17,17,1,Furnished,South-East,91,2.8,5,1,1,21749897
Delhi,Villa,1708,4,1,29,8,2,Semi-Furnished,East,10,1.4,0,1,0,47103622
Ahmedabad,Commercial,1450,4,2,27,5,3,Semi-Furnished,West,52,9.7,7,4,1,18039459
Ahmedabad,Office,3873,5,3,25,26,1,Furnished,North-West,51,8.3,0,0,2,46973837
Delhi,Farm,2649,3,2,12,3,0,Semi-Furnished,South-West,59,4.2,7,1,2,29406492
Hyderabad,Villa,3209,1,1,23,14,2,Unfurnished,North-West,69,5.3,1,1,2,46232464
Kolkata,Apartment,3321,2,2,29,4,3,Furnished,North-East,10,3.6,7,1,0,28744748
Hyderabad,House,4441,5,2,1,25,2,Furnished,South-West,60,6.4,9,0,1,51547780
Hyderabad,Commercial,2817,3,1,18,4,1,Unfurnished,North-West,25,7.5,3,1,1,40460590
Pune,Apartment,932,4,1,14,6,3,Unfurnished,South,48,5.0,6,0,1,10437590
Surat,Commercial,1298,3,3,11,29,0,Unfurnished,South-West,24,8.9,4,0,2,15813312
Pune,Industrial,3054,2,2,14,8,0,Furnished,South-West,42,5.7,7,3,0,46007942
Surat,House,1869,2,4,24,6,1,Unfurnished,North-West,96,2.3,5,3,2,15447348
Bangalore,House,3320,1,4,17,8,0,Unfurnished,South-West,62,6.6,4,1,2,55105292
Jaipur,Villa,1652,1,1,13,19,0,Semi-Furnished,East,26,5.2,0,2,0,18753899
Surat,Villa,1169,2,1,5,9,0,Semi-Furnished,West,98,9.4,2,3,2,16887833
Delhi,Apartment,1233,5,2,11,29,0,Furnished,South-West,15,4.5,9,3,2,23003122
Pune,Industrial,2609,5,1,19,25,0,Semi-Furnished,West,40,4.6,8,2,1,34696949
Kolkata,Commercial,3824,4,4,22,3,0,Semi-Furnished,North-West,78,6.9,8,4,0,43591482
Jaipur,Industrial,1491,1,3,29,5,0,Unfurnished,South-East,49,5.7,4,1,0,10366421
Bangalore,House,1596,4,3,29,23,3,Unfurnished,North,39,4.4,2,4,1,28513286
Surat,Apartment,4314,1,2,5,13,0,Semi-Furnished,North,78,9.9,5,4,0,29475326
Bangalore,Farm,2060,2,3,25,8,3,Semi-Furnished,South-East,85,3.7,4,0,1,19387257
Kolkata,Apartment,660,5,1,29,0,2,Semi-Furnished,South-East,16,3.5,0,0,2,6483375
Hyderabad,Office,2664,5,1,8,16,1,Furnished,South-East,22,8.8,1,1,0,39329037
Ahmedabad,Apartment,1585,2,1,29,12,0,Furnished,South,13,1.0,4,2,0,12041228
Kolkata,Industrial,2849,4,1,24,23,1,Furnished,North,59,2.8,8,0,2,30573927
Chennai,Office,3933,4,2,25,26,0,Semi-Furnished,South-East,12,6.3,3,3,2,57796976
Kolkata,Office,4770,3,3,3,6,3,Semi-Furnished,South,21,2.5,8,1,0,56800294
Bangalore,Office,4701,1,4,16,8,0,Furnished,North-East,74,9.9,2,4,0,104554188
Delhi,Farm,3744,4,3,1,10,2,Furnished,South-West,36,5.2,0,1,0,46912714
Pune,Apartment,1266,2,1,15,2,1,Semi-Furnished,South,59,6.4,5,0,1,15822480
Delhi,Industrial,492,4,4,23,25,1,Unfurnished,North,86,2.4,9,2,0,9510135
Bangalore,Apartment,3578,5,2,13,11,2,Furnished,North-West,26,3.6,6,4,0,48808405
Pune,Farm,1751,1,1,25,20,3,Semi-Furnished,North-East,81,6.5,3,2,2,14867307
Chennai,House,764,3,1,7,2,3,Semi-Furnished,North,41,5.9,9,1,2,11969631
Ahmedabad,Villa,4118,1,4,13,14,2,Unfurnished,South-West,93,8.1,4,2,1,49347477
Jaipur,Industrial,2324,5,2,1,20,1,Semi-Furnished,South,60,3.4,3,2,2,20602666
Bangalore,Industrial,3495,5,4,15,9,0,Semi-Furnished,East,26,6.9,2,1,0,55403998
Surat,Apartment,2938,5,2,3,0,3,Furnished,West,43,3.6,0,4,0,22690865
Bangalore,Villa,1696,5,1,0,13,0,Furnished,South-West,44,6.3,5,2,1,44980557
Bangalore,Commercial,2676,2,3,22,26,1,Unfurnished,North,33,6.4,9,2,2,53158942
Pune,Commercial,402,3,1,19,19,0,Unfurnished,South-East,63,2.1,4,1,2,8162057
Mumbai,Farm,3892,5,3,26,5,2,Semi-Furnished,South,27,5.9,0,3,2,57533856
Kolkata,Commercial,2153,5,3,13,1,3,Furnished,South-East,59,1.1,4,2,1,27336013
Mumbai,Industrial,1310,4,2,7,28,3,Unfurnished,South-East,55,5.5,5,0,2,34236969
Chennai,Commercial,706,3,4,24,22,2,Unfurnished,South-East,57,7.3,9,4,2,15244862
Surat,House,4631,1,2,27,7,2,Unfurnished,South-East,42,1.7,4,2,2,39457224
Ahmedabad,House,4415,3,1,24,0,3,Semi-Furnished,South-East,96,9.4,0,1,0,39058166
Hyderabad,House,1838,3,4,2,28,3,Furnished,North-East,98,5.1,4,0,1,25296753
Chennai,Commercial,1272,3,3,4,3,3,Unfurnished,North,36,9.4,9,1,0,22796730
Hyderabad,Farm,1541,5,3,5,26,1,Furnished,South-West,10,2.0,0,2,1,12555969
Hyderabad,Office,1065,5,1,21,3,1,Unfurnished,North,94,9.5,2,0,2,15268667
Ahmedabad,Office,608,2,4,25,28,1,Unfurnished,South-West,68,2.0,1,4,0,7440243
Delhi,Villa,1351,1,1,7,4,0,Furnished,West,19,5.2,0,4,2,38716233
Mumbai,Office,1457,4,1,5,29,1,Furnished,South,34,9.4,3,4,2,49237071
Bangalore,Office,4408,3,2,5,27,3,Furnished,East,93,3.1,1,3,1,88871671
Jaipur,House,2268,1,1,3,27,1,Semi-Furnished,North-East,66,1.3,4,1,2,20247939
Hyderabad,House,1171,1,4,6,19,3,Unfurnished,South,75,8.1,9,2,0,15035667
Surat,Commercial,4430,2,1,29,8,2,Semi-Furnished,North-East,24,6.4,0,0,1,45741889
Chennai,Villa,921,4,4,29,22,0,Furnished,South-West,37,5.6,9,1,1,18991605
Delhi,Apartment,3755,3,3,23,12,0,Unfurnished,North,22,1.3,0,2,0,54160204
Hyderabad,Industrial,1800,4,1,18,17,2,Semi-Furnished,South-East,23,6.9,9,3,2,22273650
Delhi,Villa,4138,2,4,6,16,3,Unfurnished,West,75,2.5,3,2,2,108905633
Delhi,Villa,4743,5,3,2,24,0,Semi-Furnished,West,43,9.4,6,1,2,125471865
Hyderabad,Farm,4123,1,4,7,0,1,Furnished,North-West,34,7.2,1,2,2,28195193
Pune,Commercial,3647,3,3,0,21,3,Semi-Furnished,East,63,7.4,1,0,2,73032576
Kolkata,Farm,2258,5,2,0,14,0,Unfurnished,West,88,3.1,0,3,1,14799287
Surat,Villa,4464,2,1,13,1,2,Unfurnished,South-East,21,8.9,4,0,1,49833278
Bangalore,Villa,2798,4,1,5,15,3,Unfurnished,North,18,5.8,5,3,0,61615653
Bangalore,Villa,542,1,3,9,19,0,Unfurnished,East,40,8.7,5,3,2,13848590
Surat,Office,3251,3,2,24,21,2,Furnished,South-West,87,3.4,1,2,2,37959882
Pune,Industrial,3869,5,4,27,4,3,Semi-Furnished,South,62,7.8,6,0,2,49909959
Bangalore,Industrial,4095,5,2,13,26,1,Furnished,South-West,52,6.2,5,3,0,74712548
Delhi,Farm,1117,1,4,3,21,3,Furnished,South-East,47,1.4,7,3,2,16405367
Ahmedabad,Villa,1042,4,4,5,18,1,Furnished,South-East,51,4.6,5,2,1,18486305
